"","Sample name","Sample type 1","Media type","Treatment","Sample type 2"
"1088","135A-38","sediment","ISP2M50%","heat_shock","marine_water"
"1089","135A-39","sediment","ISP2M50%","heat_shock","marine_water"
"1090","135A-40","sediment","CHITIN","heat_shock","marine_water"
"1091","135A-41","sediment","CHITIN","heat_shock","marine_water"
"1092","135A-42","sediment","CHITIN","heat_shock","marine_water"
"1093","136A-1","sediment","ISP2M50%","no_heat_shock","marine_water"
"1094","136A-2","sediment","ISP2M50%","no_heat_shock","marine_water"
"1095","136A-3","sediment","ISP2M50%","no_heat_shock","marine_water"
"1096","136A-4","sediment","A1M50%","no_heat_shock","marine_water"
"1097","136A-5","sediment","A1M50%","no_heat_shock","marine_water"
"1098","136A-6","sediment","A1M50%","no_heat_shock","marine_water"
"1099","136A-7","sediment","A1M50%","no_heat_shock","marine_water"
"1100","136A-8","sediment","A1M50%","no_heat_shock","marine_water"
"1101","136A-9","sediment","A1M50%","no_heat_shock","marine_water"
"1102","136A-10","sediment","A1M50%","no_heat_shock","marine_water"
"1103","136A-11","sediment","A1M50%","no_heat_shock","marine_water"
"1104","136A-12","sediment","A1M50%","no_heat_shock","marine_water"
"1105","136A-13","sediment","A1M50%","no_heat_shock","marine_water"
"1106","136A-14","sediment","A1M50%","no_heat_shock","marine_water"
"1107","136A-15-Cellulophaga_sp.","sediment","A1M50%","no_heat_shock","marine_water"
"1108","136A-16","sediment","A1M50%","no_heat_shock","marine_water"
"1109","136A-17-Salinococcus_sp.","sediment","A1M50%","no_heat_shock","marine_water"
"1110","136A-18","sediment","A1M50%","no_heat_shock","marine_water"
"1111","136A-19","sediment","A1M50%","no_heat_shock","marine_water"
"1112","136A-20","sediment","A1M50%","no_heat_shock","marine_water"
"1113","136A-21-Salinococcus_sp.","sediment","A1M50%","no_heat_shock","marine_water"
"1114","136A-22","sediment","A1M50%","no_heat_shock","marine_water"
"1115","136A-23","sediment","A1M50%","no_heat_shock","marine_water"
"1116","136A-24","sediment","A1M50%","no_heat_shock","marine_water"
"1117","136A-25","sediment","A1M50%","no_heat_shock","marine_water"
"1118","136A-26","sediment","A1M50%","no_heat_shock","marine_water"
"1119","136A-27","sediment","A1M50%","no_heat_shock","marine_water"
"1120","136A-28-Shewanella_sp.","sediment","A1M50%","no_heat_shock","marine_water"
"1121","136A-29","sediment","A1M50%","no_heat_shock","marine_water"
"1122","136A-30","sediment","A1M50%","no_heat_shock","marine_water"
"1123","136A-31-Shewanella_sp.","sediment","A1M50%","no_heat_shock","marine_water"
"1124","136A-32","sediment","NZSGM","no_heat_shock","marine_water"
"1125","136A-33","sediment","NZSGM","no_heat_shock","marine_water"
"1126","136A-34","sediment","NZSGM","no_heat_shock","marine_water"
"1127","136A-35","sediment","NZSGM","no_heat_shock","marine_water"
"1128","136A-36","sediment","NZSGM","no_heat_shock","marine_water"
"1129","136A-37","sediment","SWA","no_heat_shock","marine_water"
"1130","136A-38","sediment","SWA","no_heat_shock","marine_water"
"1131","136A-39","sediment","SWA","no_heat_shock","marine_water"
"1132","136A-40","sediment","SWA","no_heat_shock","marine_water"
"1133","136A-41","sediment","SWA","no_heat_shock","marine_water"
"1134","136A-42","sediment","SWA","no_heat_shock","marine_water"
"1135","136A-43-Cellulophaga_sp.","sediment","SWA","no_heat_shock","marine_water"
"1136","136A-44-Cellulophaga_sp.","sediment","SWA","no_heat_shock","marine_water"
"1137","136A-45","sediment","SWA","no_heat_shock","marine_water"
"1138","136A-46","sediment","SWA","no_heat_shock","marine_water"
"1139","136A-47","sediment","SWA","no_heat_shock","marine_water"
"1140","136A-48","sediment","SWA","no_heat_shock","marine_water"
"1141","136A-49","sediment","SWA","no_heat_shock","marine_water"
"1142","136A-50","sediment","SWA","no_heat_shock","marine_water"
"1143","136A-51","sediment","SWA","no_heat_shock","marine_water"
"1144","136A-52","sediment","SWA","no_heat_shock","marine_water"
"1145","136A-53","sediment","SWA","no_heat_shock","marine_water"
"1146","136A-54","sediment","SWA","no_heat_shock","marine_water"
"1147","136A-55","sediment","SWA","no_heat_shock","marine_water"
"1148","136A-56","sediment","SWA","no_heat_shock","marine_water"
"1149","136A-57","sediment","SWA","no_heat_shock","marine_water"
"1150","136A-58","sediment","SWA","no_heat_shock","marine_water"
"1151","136A-59","sediment","SWA","no_heat_shock","marine_water"
"1152","136A-60","sediment","SWA","no_heat_shock","marine_water"
"1153","136A-61","sediment","SWA","no_heat_shock","marine_water"
"1154","136A-62","sediment","SWA","no_heat_shock","marine_water"
"1155","136A-63","sediment","SWA","no_heat_shock","marine_water"
"1156","136A-64","sediment","SWA","no_heat_shock","marine_water"
"1157","136A-65","sediment","SWA","no_heat_shock","marine_water"
"1158","136A-66","sediment","SWA","no_heat_shock","marine_water"
"1159","136A-67","sediment","SWA","no_heat_shock","marine_water"
"1160","136A-68","sediment","SWA","no_heat_shock","marine_water"
"1161","136A-69","sediment","SWA","no_heat_shock","marine_water"
"1162","136A-70","sediment","SWA","no_heat_shock","marine_water"
"1163","136A-71-Cellulophaga_sp.","sediment","SWA","no_heat_shock","marine_water"
"1164","136A-72","sediment","SWA","no_heat_shock","marine_water"
"1165","136A-73","sediment","SWA","no_heat_shock","marine_water"
"1166","136A-74-Cellulophaga_sp.","sediment","SWA","no_heat_shock","marine_water"
"1167","136A-75","sediment","SWA","no_heat_shock","marine_water"
"1168","136A-76","sediment","CHITIN","no_heat_shock","marine_water"
"1169","136A-77","sediment","CHITIN","no_heat_shock","marine_water"
"1170","136A-78","sediment","CHITIN","no_heat_shock","marine_water"
"1171","136A-79","sediment","CHITIN","no_heat_shock","marine_water"
"1172","136A-80","sediment","CHITIN","no_heat_shock","marine_water"
"1173","136A-81","sediment","CHITIN","no_heat_shock","marine_water"
"1174","136A-82-Shewanella_sp.","sediment","CHITIN","no_heat_shock","marine_water"
"1175","136A-83","sediment","CHITIN","no_heat_shock","marine_water"
"1176","136A-84","sediment","CHITIN","no_heat_shock","marine_water"
"1177","136A-85","sediment","CHITIN","no_heat_shock","marine_water"
"1178","136A-86","sediment","CHITIN","no_heat_shock","marine_water"
"1179","136A-87-Shewanella_sp.","sediment","CHITIN","no_heat_shock","marine_water"
"1180","136A-88-Shewanella_sp.","sediment","CHITIN","no_heat_shock","marine_water"
"1181","136A-89","sediment","CHITIN","no_heat_shock","marine_water"
"1182","136A-90","sediment","CHITIN","no_heat_shock","marine_water"
"1183","136A-91-Micrococcus_sp.","sediment","CHITIN","no_heat_shock","marine_water"
"1184","136A-92","sediment","CHITIN","no_heat_shock","marine_water"
"1185","136A-93","sediment","CHITIN","no_heat_shock","marine_water"
"1186","136A-94","sediment","CHITIN","no_heat_shock","marine_water"
"1187","136A-95","sediment","CHITIN","no_heat_shock","marine_water"
"1188","136A-96-Salinicoccus_sp.","sediment","CHITIN","no_heat_shock","marine_water"
"1189","136A-97","sediment","CHITIN","no_heat_shock","marine_water"
"1190","136A-98","sediment","CHITIN","no_heat_shock","marine_water"
"1191","136A-99","sediment","CHITIN","no_heat_shock","marine_water"
"1192","136A-100","sediment","CHITIN","no_heat_shock","marine_water"
"1193","136A-101","sediment","CHITIN","no_heat_shock","marine_water"
"1194","136A-102","sediment","CHITIN","no_heat_shock","marine_water"
"1195","136A-103","sediment","CHITIN","no_heat_shock","marine_water"
"1196","136A-104","sediment","CHITIN","no_heat_shock","marine_water"
"1197","136A-105","sediment","CHITIN","no_heat_shock","marine_water"
"1198","136A-106","sediment","CHITIN","no_heat_shock","marine_water"
"1199","136A-107","sediment","CHITIN","no_heat_shock","marine_water"
"1200","136A-108","sediment","CHITIN","no_heat_shock","marine_water"
"1201","137A-1","sponge","NZSGM","heat_shock","marine_water"
"1202","137A-2","sponge","SWA","heat_shock","marine_water"
"1203","137A-3","sponge","SWA","heat_shock","marine_water"
"1204","137A-4","sponge","SWA","heat_shock","marine_water"
"1205","137A-5","sponge","SWA","heat_shock","marine_water"
"1206","137A-6","sponge","SWA","heat_shock","marine_water"
"1207","137A-7","sponge","SWA","heat_shock","marine_water"
"1208","137A-8","sponge","SWA","heat_shock","marine_water"
"1209","137A-9","sponge","SWA","heat_shock","marine_water"
"1210","137A-10","sponge","SWA","heat_shock","marine_water"
"1211","137A-11","sponge","SWA","heat_shock","marine_water"
"1212","137A-12-Shewanella_sp.","sponge","SWA","heat_shock","marine_water"
"1213","137A-13","sponge","SWA","heat_shock","marine_water"
"1214","137A-14","sponge","SWA","heat_shock","marine_water"
"1215","137A-15","sponge","SWA","heat_shock","marine_water"
"1216","137A-16","sponge","SWA","heat_shock","marine_water"
"1217","137A-17","sponge","SWA","heat_shock","marine_water"
"1218","137A-18","sponge","SWA","heat_shock","marine_water"
"1219","137A-19","sponge","SWA","heat_shock","marine_water"
"1220","137A-20","sponge","chitin","heat_shock","marine_water"
"1221","137A-21","sponge","chitin","heat_shock","marine_water"
"1222","137A-22","sponge","chitin","heat_shock","marine_water"
"1223","137A-23","sponge","chitin","heat_shock","marine_water"
"1224","137A-24","sponge","chitin","heat_shock","marine_water"
"1225","137A-25","sponge","chitin","heat_shock","marine_water"
"1226","137A-26","sponge","chitin","heat_shock","marine_water"
"1227","137A-27","sponge","chitin","heat_shock","marine_water"
"1228","137A-28","sponge","chitin","heat_shock","marine_water"
"1229","137B-1-Rhodococcus_fascians","sponge","A1M50%","heat_shock","marine_water"
"1230","137B-2","sponge","A1M50%","heat_shock","marine_water"
"1231","137B-3","sponge","A1M50%","heat_shock","marine_water"
"1232","137B-4","sponge","A1M50%","heat_shock","marine_water"
"1233","137B-5","sponge","A1M50%","heat_shock","marine_water"
"1234","137B-6","sponge","A1M50%","heat_shock","marine_water"
"1235","137B-7","sponge","A1M50%","heat_shock","marine_water"
"1236","137B-8","sponge","A1M50%","heat_shock","marine_water"
"1237","137B-9","sponge","A1M50%","heat_shock","marine_water"
"1238","137B-10","sponge","A1M50%","heat_shock","marine_water"
"1239","137B-11","sponge","A1M50%","heat_shock","marine_water"
"1240","137B-12","sponge","A1M50%","heat_shock","marine_water"
"1241","137B-13","sponge","A1M50%","heat_shock","marine_water"
"1242","137B-14","sponge","A1M50%","heat_shock","marine_water"
"1243","137B-15","sponge","A1M50%","heat_shock","marine_water"
"1244","137B-16","sponge","A1M50%","heat_shock","marine_water"
"1245","137B-17","sponge","A1M50%","heat_shock","marine_water"
"1246","137B-18-Nocardioides_sp.","sponge","A1M50%","heat_shock","marine_water"
"1247","137B-19","sponge","A1M50%","heat_shock","marine_water"
"1248","137B-20","sponge","A1M50%","heat_shock","marine_water"
"1249","137B-21","sponge","A1M50%","heat_shock","marine_water"
"1250","137B-22","sponge","A1M50%","heat_shock","marine_water"
"1251","137B-23","sponge","A1M50%","heat_shock","marine_water"
"1252","137B-24","sponge","A1M50%","heat_shock","marine_water"
"1253","137B-25","sponge","A1M50%","heat_shock","marine_water"
"1254","137B-26","sponge","A1M50%","heat_shock","marine_water"
"1255","137B-27","sponge","A1M50%","heat_shock","marine_water"
"1256","137B-28","sponge","A1M50%","heat_shock","marine_water"
"1257","137B-29","sponge","A1M50%","heat_shock","marine_water"
"1258","137B-30-Nocardioides_glacieisoli","sponge","A1M50%","heat_shock","marine_water"
"1259","137B-31","sponge","A1M50%","heat_shock","marine_water"
"1260","137B-32","sponge","A1M50%","heat_shock","marine_water"
"1261","137B-33-Nocardioides_sp.","sponge","A1M50%","heat_shock","marine_water"
"1262","137B-34","sponge","SWA","heat_shock","marine_water"
"1263","137B-35","sponge","SWA","heat_shock","marine_water"
"1264","137B-36","sponge","SWA","heat_shock","marine_water"
"1265","137B-37","sponge","SWA","heat_shock","marine_water"
"1266","137B-38","sponge","SWA","heat_shock","marine_water"
"1267","137B-39","sponge","SWA","heat_shock","marine_water"
"1268","137B-40","sponge","SWA","heat_shock","marine_water"
"1269","137B-41","sponge","SWA","heat_shock","marine_water"
"1270","137B-42","sponge","SWA","heat_shock","marine_water"
"1271","137B-43","sponge","ISP2M50%","heat_shock","marine_water"
"1272","137B-44","sponge","NZSGM","heat_shock","marine_water"
"1273","137B-45","sponge","NZSGM","heat_shock","marine_water"
"1274","137B-46","sponge","NZSGM","heat_shock","marine_water"
"1275","137B-47","sponge","NZSGM","heat_shock","marine_water"
"1276","137C-1","sponge","A1M50%","heat_shock","marine_water"
"1277","137C-2","sponge","A1M50%","heat_shock","marine_water"
"1278","137C-3","sponge","A1M50%","heat_shock","marine_water"
"1279","137C-4","sponge","ISP2M50%","heat_shock","marine_water"
"1280","137C-5","sponge","NZSGM","heat_shock","marine_water"
"1281","137C-6","sponge","SWA","heat_shock","marine_water"
"1282","137C-7","sponge","SWA","heat_shock","marine_water"
"1283","137C-8","sponge","SWA","heat_shock","marine_water"
"1284","137C-9","sponge","SWA","heat_shock","marine_water"
"1285","137C-10","sponge","SWA","heat_shock","marine_water"
"1286","137C-11","sponge","SWA","heat_shock","marine_water"
"1287","137C-12","sponge","SWA","heat_shock","marine_water"
"1288","137C-13","sponge","SWA","heat_shock","marine_water"
"1289","137C-14","sponge","SWA","heat_shock","marine_water"
"1290","137C-15","sponge","SWA","heat_shock","marine_water"
"1291","137C-16","sponge","SWA","heat_shock","marine_water"
"1292","137C-17","sponge","SWA","heat_shock","marine_water"
"1293","137C-18","sponge","SWA","heat_shock","marine_water"
"1294","137C-19","sponge","SWA","heat_shock","marine_water"
"1295","137C-20","sponge","SWA","heat_shock","marine_water"
"1296","137C-21-Microbacterium_deminutum","sponge","SWA","heat_shock","marine_water"
"1297","137C-22","sponge","SWA","heat_shock","marine_water"
"1298","137C-23-Shewanella_sp.","sponge","SWA","heat_shock","marine_water"
"1299","137C-24","sponge","SWA","heat_shock","marine_water"
"1300","137C-25","sponge","SWA","heat_shock","marine_water"
"1301","137C-26","sponge","SWA","heat_shock","marine_water"
"1302","137C-27","sponge","SWA","heat_shock","marine_water"
"1303","137D-1","jelly_egg","ISP2M50%","heat_shock","marine_water"
"1304","137D-2","jelly_egg","ISP2M50%","heat_shock","marine_water"
"1305","137D-3-Rhodococcus_sp.","jelly_egg","NZSGM","heat_shock","marine_water"
"1306","137D-4","jelly_egg","SWA","heat_shock","marine_water"
"1307","137D-5","jelly_egg","SWA","heat_shock","marine_water"
"1308","137D-6","jelly_egg","SWA","heat_shock","marine_water"
"1309","137D-7","jelly_egg","SWA","heat_shock","marine_water"
"1310","137D-8","jelly_egg","SWA","heat_shock","marine_water"
"1311","137D-9","jelly_egg","SWA","heat_shock","marine_water"
"1312","137D-10","jelly_egg","SWA","heat_shock","marine_water"
"1313","137D-11","jelly_egg","SWA","heat_shock","marine_water"
"1314","137D-12","jelly_egg","SWA","heat_shock","marine_water"
"1315","137D-13","jelly_egg","SWA","heat_shock","marine_water"
"1316","137D-14","jelly_egg","SWA","heat_shock","marine_water"
"1317","137D-15","jelly_egg","SWA","heat_shock","marine_water"
"1318","137D-16","jelly_egg","SWA","heat_shock","marine_water"
"1319","137D-17","jelly_egg","SWA","heat_shock","marine_water"
"1320","137D-18","jelly_egg","SWA","heat_shock","marine_water"
"1321","137D-19","jelly_egg","SWA","heat_shock","marine_water"
"1322","137D-20","jelly_egg","SWA","heat_shock","marine_water"
"1323","137D-21","jelly_egg","SWA","heat_shock","marine_water"
"1324","137D-22","jelly_egg","SWA","heat_shock","marine_water"
"1325","137F-1","tunicate","SWA","heat_shock","marine_water"
"1326","137F-2","tunicate","SWA","heat_shock","marine_water"
"1327","137F-3","tunicate","SWA","heat_shock","marine_water"
"1328","137F-4","tunicate","SWA","heat_shock","marine_water"
"1329","137F-5","tunicate","A1M50%","heat_shock","marine_water"
"1330","137F-6","tunicate","A1M50%","heat_shock","marine_water"
"1331","137F-7-Cellulophaga_sp.","tunicate","A1M50%","heat_shock","marine_water"
"1332","137F-8","tunicate","A1M50%","heat_shock","marine_water"
"1333","137F-9","tunicate","A1M50%","heat_shock","marine_water"
"1334","138A-1","algae","NZSGM","no_heat_shock","marine_water"
"1335","138A-2","algae","NZSGM","no_heat_shock","marine_water"
"1336","138A-3","algae","NZSGM","no_heat_shock","marine_water"
"1337","138A-4","algae","NZSGM","no_heat_shock","marine_water"
"1338","138A-5","algae","NZSGM","no_heat_shock","marine_water"
"1339","138A-6","algae","NZSGM","no_heat_shock","marine_water"
"1340","138A-7","algae","ISP2M50%","no_heat_shock","marine_water"
"1341","138A-8","algae","A1M50%","no_heat_shock","marine_water"
"1342","138A-9","algae","A1M50%","no_heat_shock","marine_water"
"1343","138A-10","algae","A1M50%","no_heat_shock","marine_water"
"1344","138A-11","algae","A1M50%","no_heat_shock","marine_water"
"1345","138A-12","algae","A1M50%","no_heat_shock","marine_water"
"1346","138A-13","algae","A1M50%","no_heat_shock","marine_water"
"1347","138A-14","algae","A1M50%","no_heat_shock","marine_water"
"1348","138A-15","algae","A1M50%","no_heat_shock","marine_water"
"1349","138A-16-Shewanella_sp.","algae","A1M50%","no_heat_shock","marine_water"
"1350","138A-17","algae","A1M50%","no_heat_shock","marine_water"
"1351","138A-18","algae","SWA","no_heat_shock","marine_water"
"1352","138A-19","algae","SWA","no_heat_shock","marine_water"
"1353","138A-20","algae","SWA","no_heat_shock","marine_water"
"1354","138A-21","algae","SWA","no_heat_shock","marine_water"
"1355","138A-22","algae","SWA","no_heat_shock","marine_water"
"1356","138A-23","algae","SWA","no_heat_shock","marine_water"
"1357","138A-24","algae","SWA","no_heat_shock","marine_water"
"1358","138A-25-Shewanella_sp.","algae","SWA","no_heat_shock","marine_water"
"1359","138A-26","algae","SWA","no_heat_shock","marine_water"
"1360","138A-27-Shewanella_sp.","algae","SWA","no_heat_shock","marine_water"
"1361","138A-28","algae","SWA","no_heat_shock","marine_water"
"1362","138A-29","algae","SWA","no_heat_shock","marine_water"
"1363","138A-30","algae","SWA","no_heat_shock","marine_water"
"1364","138A-31","algae","SWA","no_heat_shock","marine_water"
"1365","138A-32","algae","SWA","no_heat_shock","marine_water"
"1366","138A-33","algae","SWA","no_heat_shock","marine_water"
"1367","138A-34","algae","SWA","no_heat_shock","marine_water"
"1368","138A-35","algae","SWA","no_heat_shock","marine_water"
"1369","138A-36","algae","SWA","no_heat_shock","marine_water"
"1370","138A-37","algae","SWA","no_heat_shock","marine_water"
"1371","138A-38","algae","SWA","no_heat_shock","marine_water"
"1372","138A-39-Shewanella_sp.","algae","SWA","no_heat_shock","marine_water"
"1373","138A-40","algae","SWA","no_heat_shock","marine_water"
"1374","138A-41","algae","SWA","no_heat_shock","marine_water"
"1375","138A-42","algae","SWA","no_heat_shock","marine_water"
"1376","138A-43","algae","SWA","no_heat_shock","marine_water"
"1377","138A-44","algae","SWA","no_heat_shock","marine_water"
"1378","138A-45","algae","SWA","no_heat_shock","marine_water"
"1379","138A-46","algae","SWA","no_heat_shock","marine_water"
"1380","138A-47","algae","SWA","no_heat_shock","marine_water"
"1381","138A-48","algae","SWA","no_heat_shock","marine_water"
"1382","138A-49","algae","SWA","no_heat_shock","marine_water"
"1383","138A-50","algae","SWA","no_heat_shock","marine_water"
"1384","138A-51","algae","SWA","no_heat_shock","marine_water"
"1385","138A-52","algae","SWA","no_heat_shock","marine_water"
"1386","138A-53","algae","SWA","no_heat_shock","marine_water"
"1387","138B-1","algae","ISP2M50%","no_heat_shock","marine_water"
"1388","138B-2","algae","ISP2M50%","no_heat_shock","marine_water"
"1389","138B-3","algae","ISP2M50%","no_heat_shock","marine_water"
"1390","138B-4","algae","ISP2M50%","no_heat_shock","marine_water"
"1391","138B-5","algae","ISP2M50%","no_heat_shock","marine_water"
"1392","138B-6","algae","ISP2M50%","no_heat_shock","marine_water"
"1393","138B-7","algae","ISP2M50%","no_heat_shock","marine_water"
"1394","138B-8","algae","A1M50%","no_heat_shock","marine_water"
"1395","138B-9","algae","A1M50%","no_heat_shock","marine_water"
"1396","138B-10-Cellulophaga_sp.","algae","A1M50%","no_heat_shock","marine_water"
"1397","138B-11","algae","A1M50%","no_heat_shock","marine_water"
"1398","138B-12","algae","A1M50%","no_heat_shock","marine_water"
"1399","138B-13","algae","A1M50%","no_heat_shock","marine_water"
"1400","138B-14","algae","SWA","no_heat_shock","marine_water"
"1401","138B-15-Algoriphagus_sp.","algae","SWA","no_heat_shock","marine_water"
"1402","138B-16","algae","SWA","no_heat_shock","marine_water"
"1403","138B-17","algae","SWA","no_heat_shock","marine_water"
"1404","138B-18","algae","SWA","no_heat_shock","marine_water"
"1405","138B-19","algae","SWA","no_heat_shock","marine_water"
"1406","138B-20","algae","SWA","no_heat_shock","marine_water"
"1407","138B-21","algae","SWA","no_heat_shock","marine_water"
"1408","138B-22","algae","SWA","no_heat_shock","marine_water"
"1409","138B-23","algae","SWA","no_heat_shock","marine_water"
"1410","138B-24","algae","SWA","no_heat_shock","marine_water"
"1411","138B-25","algae","SWA","no_heat_shock","marine_water"
"1412","138B-26","algae","SWA","no_heat_shock","marine_water"
"1413","138B-27","algae","SWA","no_heat_shock","marine_water"
"1414","138B-28","algae","SWA","no_heat_shock","marine_water"
"1415","138B-29","algae","SWA","no_heat_shock","marine_water"
"1416","138B-30","algae","SWA","no_heat_shock","marine_water"
"1417","138B-31","algae","SWA","no_heat_shock","marine_water"
"1418","138B-32","algae","SWA","no_heat_shock","marine_water"
"1419","138B-33","algae","SWA","no_heat_shock","marine_water"
"1420","138B-34","algae","SWA","no_heat_shock","marine_water"
"1421","138B-35","algae","SWA","no_heat_shock","marine_water"
"1422","138B-36","algae","SWA","no_heat_shock","marine_water"
"1423","138B-37","algae","SWA","no_heat_shock","marine_water"
"1424","138B-38","algae","SWA","no_heat_shock","marine_water"
"1425","138B-39","algae","SWA","no_heat_shock","marine_water"
"1426","138B-40","algae","SWA","no_heat_shock","marine_water"
"1427","138B-41","algae","SWA","no_heat_shock","marine_water"
"1428","138B-42","algae","SWA","no_heat_shock","marine_water"
"1429","138B-43","algae","SWA","no_heat_shock","marine_water"
"1430","138B-44","algae","SWA","no_heat_shock","marine_water"
"1431","138B-45","algae","SWA","no_heat_shock","marine_water"
"1432","138B-46","algae","SWA","no_heat_shock","marine_water"
"1433","138D-1","tunicate","ISP2M50%","heat_shock","marine_water"
"1434","138D-2","tunicate","ISP2M50%","heat_shock","marine_water"
"1435","138D-3","tunicate","A1M50%","heat_shock","marine_water"
"1436","138D-4","tunicate","SWA","heat_shock","marine_water"
"1437","138D-5-Shewanella_sp.","tunicate","SWA","heat_shock","marine_water"
"1438","138D-6","tunicate","SWA","heat_shock","marine_water"
"1439","138D-7","tunicate","SWA","heat_shock","marine_water"
"1440","138D-8","tunicate","SWA","heat_shock","marine_water"
"1441","138D-9","tunicate","SWA","heat_shock","marine_water"
"1442","138D-10","tunicate","SWA","heat_shock","marine_water"
"1443","138D-11","tunicate","SWA","heat_shock","marine_water"
"1444","138D-12","tunicate","SWA","heat_shock","marine_water"
"1445","138D-13","tunicate","SWA","heat_shock","marine_water"
"1446","138D-14","tunicate","SWA","heat_shock","marine_water"
"1447","138D-15","tunicate","SWA","heat_shock","marine_water"
"1448","138D-16","tunicate","SWA","heat_shock","marine_water"
"1449","138D-17","tunicate","SWA","heat_shock","marine_water"
"1450","138D-18","tunicate","SWA","heat_shock","marine_water"
"1451","138E-1","tunicate","A1M50%","heat_shock","marine_water"
"1452","138E-2","tunicate","A1M50%","heat_shock","marine_water"
"1453","138E-3","tunicate","A1M50%","heat_shock","marine_water"
"1454","138E-4","tunicate","NZSGM","heat_shock","marine_water"
"1455","138E-5","tunicate","NZSGM","heat_shock","marine_water"
"1456","138E-6","tunicate","NZSGM","heat_shock","marine_water"
"1457","138F-1","sponge","Chitin","heat_shock","marine_water"
"1458","138F-2","sponge","NZSGM","heat_shock","marine_water"
"1459","138F-3","sponge","NZSGM","heat_shock","marine_water"
"1460","138F-4","sponge","A1M50%","heat_shock","marine_water"
"1461","138F-5","sponge","A1M50%","heat_shock","marine_water"
"1462","138F-6","sponge","SWA","heat_shock","marine_water"
"1463","138F-7","sponge","SWA","heat_shock","marine_water"
"1464","138F-8","sponge","SWA","heat_shock","marine_water"
"1465","138F-9","sponge","SWA","heat_shock","marine_water"
"1466","138F-10","sponge","SWA","heat_shock","marine_water"
"1467","138F-11","sponge","ISP2M50%","heat_shock","marine_water"
"1468","138F-12","sponge","ISP2M50%","heat_shock","marine_water"
"1469","138G-1","sponge","NZSGM","heat_shock","marine_water"
"1470","138H-1","sponge","ISP2M50%","heat_shock","marine_water"
"1471","138H-2","sponge","ISP2M50%","heat_shock","marine_water"
"1472","138H-3","sponge","ISP2M50%","heat_shock","marine_water"
"1473","138H-4-Maribacter_sp.","sponge","ISP2M50%","heat_shock","marine_water"
"1474","138H-5","sponge","ISP2M50%","heat_shock","marine_water"
"1475","138H-6","sponge","ISP2M50%","heat_shock","marine_water"
"1476","138H-7","sponge","ISP2M50%","heat_shock","marine_water"
"1477","138H-8","sponge","NZSGM","heat_shock","marine_water"
"1478","138H-9","sponge","NZSGM","heat_shock","marine_water"
"1479","138H-10","sponge","NZSGM","heat_shock","marine_water"
"1480","138H-11","sponge","NZSGM","heat_shock","marine_water"
"1481","138H-12","sponge","NZSGM","heat_shock","marine_water"
"1482","138H-13","sponge","NZSGM","heat_shock","marine_water"
"1483","138H-14","sponge","NZSGM","heat_shock","marine_water"
"1484","138H-15","sponge","A1M50%","heat_shock","marine_water"
"1485","138H-16","sponge","A1M50%","heat_shock","marine_water"
"1486","138H-17","sponge","A1M50%","heat_shock","marine_water"
"1487","138H-18","sponge","A1M50%","heat_shock","marine_water"
"1488","138H-19","sponge","A1M50%","heat_shock","marine_water"
"1489","138H-20","sponge","A1M50%","heat_shock","marine_water"
"1490","138H-21","sponge","A1M50%","heat_shock","marine_water"
"1491","138H-22","sponge","A1M50%","heat_shock","marine_water"
"1492","138H-23","sponge","A1M50%","heat_shock","marine_water"
"1493","138H-24","sponge","A1M50%","heat_shock","marine_water"
"1494","138H-25","sponge","A1M50%","heat_shock","marine_water"
"1495","138H-26","sponge","A1M50%","heat_shock","marine_water"
"1496","138H-27","sponge","A1M50%","heat_shock","marine_water"
"1497","138H-28","sponge","A1M50%","heat_shock","marine_water"
"1498","138H-29","sponge","A1M50%","heat_shock","marine_water"
"1499","138H-30","sponge","A1M50%","heat_shock","marine_water"
"1500","138H-31","sponge","A1M50%","heat_shock","marine_water"
"1501","138H-32","sponge","A1M50%","heat_shock","marine_water"
"1502","138H-33","sponge","A1M50%","heat_shock","marine_water"
"1503","138H-34","sponge","A1M50%","heat_shock","marine_water"
"1504","138H-35","sponge","SWA","heat_shock","marine_water"
"1505","138H-36","sponge","SWA","heat_shock","marine_water"
"1506","138H-37","sponge","SWA","heat_shock","marine_water"
"1507","138H-38","sponge","SWA","heat_shock","marine_water"
"1508","138H-39","sponge","SWA","heat_shock","marine_water"
"1509","138H-40","sponge","SWA","heat_shock","marine_water"
"1510","138H-41","sponge","SWA","heat_shock","marine_water"
"1511","138H-42","sponge","SWA","heat_shock","marine_water"
"1512","138H-43","sponge","SWA","heat_shock","marine_water"
"1513","138H-44","sponge","SWA","heat_shock","marine_water"
"1514","138H-45","sponge","SWA","heat_shock","marine_water"
"1515","138H-46","sponge","SWA","heat_shock","marine_water"
"1516","138H-47","sponge","SWA","heat_shock","marine_water"
"1517","138H-48","sponge","SWA","heat_shock","marine_water"
"1518","138H-49","sponge","SWA","heat_shock","marine_water"
"1519","138H-50","sponge","SWA","heat_shock","marine_water"
"1520","138H-51","sponge","SWA","heat_shock","marine_water"
"1521","138H-52","sponge","SWA","heat_shock","marine_water"
"1522","138H-53","sponge","SWA","heat_shock","marine_water"
"1523","138H-54","sponge","SWA","heat_shock","marine_water"
"1524","138H-55","sponge","SWA","heat_shock","marine_water"
"1525","138H-56","sponge","SWA","heat_shock","marine_water"
"1526","138H-57","sponge","SWA","heat_shock","marine_water"
