"","Sample name","Sample type 1","Media type","Treatment","Sample type 2"
"1527","138H-58","sponge","SWA","heat_shock","marine_water"
"1528","138H-59","sponge","SWA","heat_shock","marine_water"
"1529","138H-60","sponge","SWA","heat_shock","marine_water"
"1530","138H-61","sponge","SWA","heat_shock","marine_water"
"1531","138H-62","sponge","SWA","heat_shock","marine_water"
"1532","138H-63-Aquimarina_sp.","sponge","SWA","heat_shock","marine_water"
"1533","138H-64","sponge","SWA","heat_shock","marine_water"
"1534","138H-65","sponge","SWA","heat_shock","marine_water"
"1535","138H-66","sponge","SWA","heat_shock","marine_water"
"1536","138H-67","sponge","SWA","heat_shock","marine_water"
"1537","138H-68","sponge","SWA","heat_shock","marine_water"
"1538","138H-69","sponge","SWA","heat_shock","marine_water"
"1539","138H-70","sponge","SWA","heat_shock","marine_water"
"1540","138H-71","sponge","SWA","heat_shock","marine_water"
"1541","138H-72","sponge","SWA","heat_shock","marine_water"
"1542","138H-73","sponge","SWA","heat_shock","marine_water"
"1543","138H-74","sponge","SWA","heat_shock","marine_water"
"1544","138H-75","sponge","SWA","heat_shock","marine_water"
"1545","138H-76","sponge","SWA","heat_shock","marine_water"
"1546","138H-77","sponge","SWA","heat_shock","marine_water"
"1547","138H-78","sponge","SWA","heat_shock","marine_water"
"1548","138H-79","sponge","SWA","heat_shock","marine_water"
"1549","138H-80","sponge","SWA","heat_shock","marine_water"
"1550","138H-81-Loktanella_sp.","sponge","SWA","heat_shock","marine_water"
"1551","138H-82","sponge","SWA","heat_shock","marine_water"
"1552","138H-83","sponge","SWA","heat_shock","marine_water"
"1553","138H-84","sponge","SWA","heat_shock","marine_water"
"1554","138H-85","sponge","SWA","heat_shock","marine_water"
"1555","138H-86","sponge","SWA","heat_shock","marine_water"
"1556","138H-87","sponge","SWA","heat_shock","marine_water"
"1557","138H-88-Aquimarina_sp.","sponge","SWA","heat_shock","marine_water"
"1558","138H-89","sponge","SWA","heat_shock","marine_water"
"1559","138I-1","sponge","NZSGM","heat_shock","marine_water"
"1560","138I-2","sponge","NZSGM","heat_shock","marine_water"
"1561","138I-3","sponge","NZSGM","heat_shock","marine_water"
"1562","138I-4","sponge","NZSGM","heat_shock","marine_water"
"1563","138I-5","sponge","NZSGM","heat_shock","marine_water"
"1564","138I-6","sponge","A1M50%","heat_shock","marine_water"
"1565","138I-7-Shewanella_sp.","sponge","A1M50%","heat_shock","marine_water"
"1566","138I-8","sponge","A1M50%","heat_shock","marine_water"
"1567","138I-9","sponge","SWA","heat_shock","marine_water"
"1568","138I-10","sponge","SWA","heat_shock","marine_water"
"1569","138I-11","sponge","SWA","heat_shock","marine_water"
"1570","138I-12","sponge","SWA","heat_shock","marine_water"
"1571","138I-13","sponge","SWA","heat_shock","marine_water"
"1572","138I-14","sponge","SWA","heat_shock","marine_water"
"1573","138I-15","sponge","SWA","heat_shock","marine_water"
"1574","138I-16","sponge","SWA","heat_shock","marine_water"
"1575","138I-17","sponge","SWA","heat_shock","marine_water"
"1576","138I-18","sponge","SWA","heat_shock","marine_water"
"1577","138I-19-Shewanella_sp.","sponge","SWA","heat_shock","marine_water"
"1578","138I-20","sponge","SWA","heat_shock","marine_water"
"1579","138I-21","sponge","SWA","heat_shock","marine_water"
"1580","138I-22","sponge","SWA","heat_shock","marine_water"
"1581","138J-1","sponge","A1M50%","heat_shock","marine_water"
"1582","138J-2","sponge","A1M50%","heat_shock","marine_water"
"1583","138J-3","sponge","A1M50%","heat_shock","marine_water"
"1584","138J-4","sponge","A1M50%","heat_shock","marine_water"
"1585","138J-5","sponge","A1M50%","heat_shock","marine_water"
"1586","138J-6","sponge","A1M50%","heat_shock","marine_water"
"1587","138J-7","sponge","A1M50%","heat_shock","marine_water"
"1588","138J-8","sponge","A1M50%","heat_shock","marine_water"
"1589","138J-9","sponge","A1M50%","heat_shock","marine_water"
"1590","138J-10","sponge","A1M50%","heat_shock","marine_water"
"1591","138J-11","sponge","A1M50%","heat_shock","marine_water"
"1592","138J-12","sponge","A1M50%","heat_shock","marine_water"
"1593","138J-13-Shewanella_sp.","sponge","A1M50%","heat_shock","marine_water"
"1594","138J-14","sponge","A1M50%","heat_shock","marine_water"
"1595","138J-15","sponge","A1M50%","heat_shock","marine_water"
"1596","138J-16","sponge","A1M50%","heat_shock","marine_water"
"1597","138J-17-Shewanella_sp.","sponge","A1M50%","heat_shock","marine_water"
"1598","138J-18","sponge","A1M50%","heat_shock","marine_water"
"1599","138J-19","sponge","ISP2M50%","heat_shock","marine_water"
"1600","138J-20","sponge","ISP2M50%","heat_shock","marine_water"
"1601","138J-21","sponge","NZSGM","heat_shock","marine_water"
"1602","138J-22","sponge","NZSGM","heat_shock","marine_water"
"1603","138J-23","sponge","NZSGM","heat_shock","marine_water"
"1604","138J-24","sponge","NZSGM","heat_shock","marine_water"
"1605","138J-25","sponge","NZSGM","heat_shock","marine_water"
"1606","138J-26","sponge","SWA","heat_shock","marine_water"
"1607","138J-27","sponge","SWA","heat_shock","marine_water"
"1608","138J-28","sponge","SWA","heat_shock","marine_water"
"1609","138J-29","sponge","SWA","heat_shock","marine_water"
"1610","138J-30","sponge","SWA","heat_shock","marine_water"
"1611","138J-31","sponge","SWA","heat_shock","marine_water"
"1612","138J-32","sponge","SWA","heat_shock","marine_water"
"1613","138J-33","sponge","SWA","heat_shock","marine_water"
"1614","138J-34","sponge","SWA","heat_shock","marine_water"
"1615","138J-35","sponge","SWA","heat_shock","marine_water"
"1616","138K-1","algae","A1M50%","no_heat_shock","marine_water"
"1617","138K-2","algae","A1M50%","no_heat_shock","marine_water"
"1618","138K-3","algae","A1M50%","no_heat_shock","marine_water"
"1619","138K-4","algae","A1M50%","no_heat_shock","marine_water"
"1620","138K-5","algae","A1M50%","no_heat_shock","marine_water"
"1621","138K-6","algae","A1M50%","no_heat_shock","marine_water"
"1622","138K-7","algae","A1M50%","no_heat_shock","marine_water"
"1623","138K-8","algae","A1M50%","no_heat_shock","marine_water"
"1624","138K-9","algae","A1M50%","no_heat_shock","marine_water"
"1625","138K-10","algae","A1M50%","no_heat_shock","marine_water"
"1626","138K-11","algae","A1M50%","no_heat_shock","marine_water"
"1627","138K-12","algae","A1M50%","no_heat_shock","marine_water"
"1628","138K-13","algae","A1M50%","no_heat_shock","marine_water"
"1629","138K-15","algae","ISP2M50%","no_heat_shock","marine_water"
"1630","138K-16","algae","ISP2M50%","no_heat_shock","marine_water"
"1631","138K-17","algae","ISP2M50%","no_heat_shock","marine_water"
"1632","138K-18","algae","ISP2M50%","no_heat_shock","marine_water"
"1633","138K-19","algae","NZSGM","no_heat_shock","marine_water"
"1634","138K-20","algae","NZSGM","no_heat_shock","marine_water"
"1635","138K-21-Vibrio_sp.","algae","NZSGM","no_heat_shock","marine_water"
"1636","138K-22","algae","NZSGM","no_heat_shock","marine_water"
"1637","138K-23-Rhizobium_sp.","algae","NZSGM","no_heat_shock","marine_water"
"1638","138K-24","algae","NZSGM","no_heat_shock","marine_water"
"1639","138K-25","algae","NZSGM","no_heat_shock","marine_water"
"1640","138K-26","algae","SWA","no_heat_shock","marine_water"
"1641","138K-27","algae","SWA","no_heat_shock","marine_water"
"1642","138K-28","algae","SWA","no_heat_shock","marine_water"
"1643","138K-29-Shewanella_sp.","algae","SWA","no_heat_shock","marine_water"
"1644","138K-30","algae","SWA","no_heat_shock","marine_water"
"1645","138K-31","algae","SWA","no_heat_shock","marine_water"
"1646","138K-32-Serratia_sp.","algae","SWA","no_heat_shock","marine_water"
"1647","138K-33","algae","SWA","no_heat_shock","marine_water"
"1648","138K-34","algae","SWA","no_heat_shock","marine_water"
"1649","138K-35","algae","SWA","no_heat_shock","marine_water"
"1650","138K-36","algae","SWA","no_heat_shock","marine_water"
"1651","138K-37","algae","SWA","no_heat_shock","marine_water"
"1652","138K-38","algae","SWA","no_heat_shock","marine_water"
"1653","138K-40","algae","SWA","no_heat_shock","marine_water"
"1654","138K-41-Rhizobium_sp.","algae","SWA","no_heat_shock","marine_water"
"1655","138K-42","algae","SWA","no_heat_shock","marine_water"
"1656","138K-43","algae","SWA","no_heat_shock","marine_water"
"1657","138K-44","algae","SWA","no_heat_shock","marine_water"
"1658","138K-45","algae","SWA","no_heat_shock","marine_water"
"1659","138K-46","algae","SWA","no_heat_shock","marine_water"
"1660","138K-47","algae","SWA","no_heat_shock","marine_water"
"1661","138K-48","algae","SWA","no_heat_shock","marine_water"
"1662","138K-49","algae","SWA","no_heat_shock","marine_water"
"1663","138K-50-Shewanella_sp.","algae","SWA","no_heat_shock","marine_water"
"1664","139A-1","sediment","ISP2M50%","no_heat_shock","marine_water"
"1665","139A-2","sediment","ISP2M50%","no_heat_shock","marine_water"
"1666","139A-3","sediment","ISP2M50%","no_heat_shock","marine_water"
"1667","139A-4-Rhodococcus_globerulus","sediment","ISP2M50%","no_heat_shock","marine_water"
"1668","139A-5","sediment","ISP2M50%","no_heat_shock","marine_water"
"1669","139A-6","sediment","ISP2M50%","no_heat_shock","marine_water"
"1670","139A-7","sediment","ISP2M50%","no_heat_shock","marine_water"
"1671","139A-8","sediment","ISP2M50%","no_heat_shock","marine_water"
"1672","139A-9","sediment","ISP2M50%","no_heat_shock","marine_water"
"1673","139A-10","sediment","ISP2M50%","no_heat_shock","marine_water"
"1674","139A-11","sediment","ISP2M50%","no_heat_shock","marine_water"
"1675","139A-12","sediment","ISP2M50%","no_heat_shock","marine_water"
"1676","139A-13","sediment","ISP2M50%","no_heat_shock","marine_water"
"1677","139A-14","sediment","ISP2M50%","no_heat_shock","marine_water"
"1678","139A-15","sediment","ISP2M50%","no_heat_shock","marine_water"
"1679","139A-16","sediment","ISP2M50%","no_heat_shock","marine_water"
"1680","139A-17","sediment","ISP2M50%","no_heat_shock","marine_water"
"1681","139A-18","sediment","ISP2M50%","no_heat_shock","marine_water"
"1682","139A-19","sediment","ISP2M50%","no_heat_shock","marine_water"
"1683","139A-20","sediment","ISP2M50%","no_heat_shock","marine_water"
"1684","139A-21","sediment","ISP2M50%","no_heat_shock","marine_water"
"1685","139A-22","sediment","ISP2M50%","no_heat_shock","marine_water"
"1686","139A-23","sediment","ISP2M50%","no_heat_shock","marine_water"
"1687","139A-24","sediment","ISP2M50%","no_heat_shock","marine_water"
"1688","139A-25","sediment","ISP2M50%","no_heat_shock","marine_water"
"1689","139A-26","sediment","ISP2M50%","no_heat_shock","marine_water"
"1690","139A-27","sediment","ISP2M50%","no_heat_shock","marine_water"
"1691","139A-28","sediment","ISP2M50%","no_heat_shock","marine_water"
"1692","139A-29","sediment","ISP2M50%","no_heat_shock","marine_water"
"1693","139A-30","sediment","ISP2M50%","no_heat_shock","marine_water"
"1694","139A-31","sediment","A1M50%","no_heat_shock","marine_water"
"1695","139A-32","sediment","A1M50%","no_heat_shock","marine_water"
"1696","139A-33","sediment","A1M50%","no_heat_shock","marine_water"
"1697","139A-34","sediment","A1M50%","no_heat_shock","marine_water"
"1698","139A-35","sediment","A1M50%","no_heat_shock","marine_water"
"1699","139A-36-Bacillus_thuringiensis","sediment","A1M50%","no_heat_shock","marine_water"
"1700","139A-37","sediment","A1M50%","no_heat_shock","marine_water"
"1701","139A-38","sediment","A1M50%","no_heat_shock","marine_water"
"1702","139A-39","sediment","A1M50%","no_heat_shock","marine_water"
"1703","139A-40","sediment","A1M50%","no_heat_shock","marine_water"
"1704","139A-41","sediment","A1M50%","no_heat_shock","marine_water"
"1705","139A-42","sediment","A1M50%","no_heat_shock","marine_water"
"1706","139A-43","sediment","A1M50%","no_heat_shock","marine_water"
"1707","139A-44","sediment","SWA","no_heat_shock","marine_water"
"1708","139A-45","sediment","SWA","no_heat_shock","marine_water"
"1709","139A-46","sediment","SWA","no_heat_shock","marine_water"
"1710","139A-47","sediment","SWA","no_heat_shock","marine_water"
"1711","139A-48","sediment","SWA","no_heat_shock","marine_water"
"1712","139A-49","sediment","SWA","no_heat_shock","marine_water"
"1713","139A-50","sediment","SWA","no_heat_shock","marine_water"
"1714","139A-51","sediment","SWA","no_heat_shock","marine_water"
"1715","139A-52","sediment","SWA","no_heat_shock","marine_water"
"1716","139A-53","sediment","SWA","no_heat_shock","marine_water"
"1717","139A-54","sediment","SWA","no_heat_shock","marine_water"
"1718","139A-55","sediment","SWA","no_heat_shock","marine_water"
"1719","139A-56","sediment","SWA","no_heat_shock","marine_water"
"1720","139A-57","sediment","SWA","no_heat_shock","marine_water"
"1721","139A-58","sediment","SWA","no_heat_shock","marine_water"
"1722","139A-59","sediment","SWA","no_heat_shock","marine_water"
"1723","139A-60","sediment","SWA","no_heat_shock","marine_water"
"1724","139B-2","sediment","A1M50%","no_heat_shock","marine_water"
"1725","139B-3","sediment","A1M50%","no_heat_shock","marine_water"
"1726","139B-5","sediment","A1M50%","no_heat_shock","marine_water"
"1727","139B-6","sediment","A1M50%","no_heat_shock","marine_water"
"1728","139B-7","sediment","A1M50%","no_heat_shock","marine_water"
"1729","139B-8-Shewanella_sp.","sediment","A1M50%","no_heat_shock","marine_water"
"1730","139B-9","sediment","A1M50%","no_heat_shock","marine_water"
"1731","139B-10","sediment","A1M50%","no_heat_shock","marine_water"
"1732","139B-11","sediment","A1M50%","no_heat_shock","marine_water"
"1733","139B-12","sediment","A1M50%","no_heat_shock","marine_water"
"1734","139B-13","sediment","A1M50%","no_heat_shock","marine_water"
"1735","139B-14-Bacillus_sp.","sediment","A1M50%","no_heat_shock","marine_water"
"1736","139B-15-Rathayibacter_festucae","sediment","A1M50%","no_heat_shock","marine_water"
"1737","139B-16","sediment","A1M50%","no_heat_shock","marine_water"
"1738","139B-17","sediment","A1M50%","no_heat_shock","marine_water"
"1739","139B-18","sediment","A1M50%","no_heat_shock","marine_water"
"1740","139B-19-Bacillus_sp.","sediment","A1M50%","no_heat_shock","marine_water"
"1741","139B-20","sediment","A1M50%","no_heat_shock","marine_water"
"1742","139B-21","sediment","ISP2M50%","no_heat_shock","marine_water"
"1743","139B-22","sediment","ISP2M50%","no_heat_shock","marine_water"
"1744","139B-23","sediment","ISP2M50%","no_heat_shock","marine_water"
"1745","139B-24","sediment","ISP2M50%","no_heat_shock","marine_water"
"1746","139B-25","sediment","ISP2M50%","no_heat_shock","marine_water"
"1747","139B-26","sediment","ISP2M50%","no_heat_shock","marine_water"
"1748","139B-27","sediment","ISP2M50%","no_heat_shock","marine_water"
"1749","139B-28","sediment","ISP2M50%","no_heat_shock","marine_water"
"1750","139B-29","sediment","ISP2M50%","no_heat_shock","marine_water"
"1751","139B-30","sediment","SWA","no_heat_shock","marine_water"
"1752","139B-31","sediment","Chitin","no_heat_shock","marine_water"
"1753","139B-32","sediment","Chitin","no_heat_shock","marine_water"
"1754","139B-34","sediment","Chitin","no_heat_shock","marine_water"
"1755","139B-35","sediment","Chitin","no_heat_shock","marine_water"
"1756","139B-36","sediment","Chitin","no_heat_shock","marine_water"
"1757","139B-37","sediment","Chitin","no_heat_shock","marine_water"
"1758","139B-38","sediment","Chitin","no_heat_shock","marine_water"
"1759","139B-39","sediment","Chitin","no_heat_shock","marine_water"
"1760","140B-1-Bacillus_licheniformis","tunicate","ISP2M50%","heat_shock","marine_water"
"1761","140B-2","tunicate","ISP2M50%","heat_shock","marine_water"
"1762","140C-1","sediment","NZSGM","heat_shock","marine_water"
"1763","140E-1","sediment","NZSGM","heat_shock","marine_water"
"1764","140E-2","sediment","NZSGM","heat_shock","marine_water"
"1765","140E-3-Micrococcus_luteus","sediment","NZSGM","heat_shock","marine_water"
"1766","140E-4","sediment","NZSGM","heat_shock","marine_water"
"1767","140E-5","sediment","NZSGM","heat_shock","marine_water"
"1768","140E-6","sediment","A1M50%","heat_shock","marine_water"
"1769","140E-7","sediment","A1M50%","heat_shock","marine_water"
"1770","140F-1-Bacillus_psychrosaccharolyticus","sediment","ISP2M50%","heat_shock","marine_water"
"1771","141AM-1","sediment","NZSGM","heat_shock","marine_water"
"1772","141AM-2","sediment","NZSGM","heat_shock","marine_water"
"1773","141AM-3","sediment","NZSGM","heat_shock","marine_water"
"1774","141AM-4","sediment","ISP2M50%","heat_shock","marine_water"
"1775","141AF-1","sediment","ISP2F50%","heat_shock","freshwater"
"1776","141AF-2","sediment","ISP2F50%","heat_shock","freshwater"
"1777","141AF-3","sediment","A1F50%","heat_shock","freshwater"
"1778","141AM-5","sediment","ISP2M50%","heat_shock","marine_water"
"1779","141AM-6","sediment","A1M50%","heat_shock","marine_water"
"1780","141AM-7","sediment","SWA","heat_shock","marine_water"
"1781","141BM-1","algae","ISP2M50%","heat_shock","marine_water"
"1782","141BM-2","algae","ISP2M50%","heat_shock","marine_water"
"1783","141BM-3","algae","ISP2M50%","heat_shock","marine_water"
"1784","141BM-4","algae","NZSGM","heat_shock","marine_water"
"1785","141BM-5","algae","NZSGM","heat_shock","marine_water"
"1786","141BM-6","algae","NZSGM","heat_shock","marine_water"
"1787","141BM-7","algae","A1M50%","heat_shock","marine_water"
"1788","141BM-8","algae","A1M50%","heat_shock","marine_water"
"1789","141BM-9","algae","A1M50%","heat_shock","marine_water"
"1790","141BM-10","algae","A1M50%","heat_shock","marine_water"
"1791","141BM-11","algae","SWA","heat_shock","marine_water"
"1792","141BF-1","algae","A1F50%","heat_shock","freshwater"
"1793","141BF-2","algae","A1F50%","heat_shock","freshwater"
"1794","141BF-3-Pseudomonas_sp.","algae","A1F50%","heat_shock","freshwater"
"1795","141BF-4","algae","A1F50%","heat_shock","freshwater"
"1796","141BF-5","algae","A1F50%","heat_shock","freshwater"
"1797","141BF-6","algae","A1F50%","heat_shock","freshwater"
"1798","141BF-7","algae","A1F50%","heat_shock","freshwater"
"1799","141BF-8","algae","A1F50%","heat_shock","freshwater"
"1800","141BF-9","algae","A1F50%","heat_shock","freshwater"
"1801","141BF-10","algae","A1F50%","heat_shock","freshwater"
"1802","141BF-11","algae","A1F50%","heat_shock","freshwater"
"1803","141BF-12","algae","A1F50%","heat_shock","freshwater"
"1804","141BF-13-Paenibacillus_ehimensis","algae","A1F50%","heat_shock","freshwater"
"1805","141BF-14","algae","A1F50%","heat_shock","freshwater"
"1806","141BF-15","algae","ISP2F50%","heat_shock","freshwater"
"1807","141BF-16","algae","ISP2F50%","heat_shock","freshwater"
"1808","141BF-17-pSEUDOMONAS_SP.","algae","ISP2F50%","heat_shock","freshwater"
"1809","141BF-18","algae","ISP2F50%","heat_shock","freshwater"
"1810","141BF-19","algae","ISP2F50%","heat_shock","freshwater"
"1811","141BF-20","algae","ISP2F50%","heat_shock","freshwater"
"1812","141BF-21","algae","ISP2F50%","heat_shock","freshwater"
"1813","141BF-22","algae","ISP2F50%","heat_shock","freshwater"
"1814","141BF-23","algae","ISP2F50%","heat_shock","freshwater"
"1815","141BF-24","algae","ISP2F50%","heat_shock","freshwater"
"1816","141BF-25","algae","ISP2F50%","heat_shock","freshwater"
"1817","141BF-26","algae","ISP2F50%","heat_shock","freshwater"
"1818","141BF-27","algae","ISP2F50%","heat_shock","freshwater"
"1819","141BF-28","algae","ISP2F50%","heat_shock","freshwater"
"1820","141BF-29","algae","ISP2F50%","heat_shock","freshwater"
"1821","141BF-30","algae","ISP2F50%","heat_shock","freshwater"
"1822","141BF-31","algae","ISP2F50%","heat_shock","freshwater"
"1823","141BF-32","algae","ISP2F50%","heat_shock","freshwater"
"1824","141BF-33","algae","ISP2F50%","heat_shock","freshwater"
"1825","141BF-34","algae","ISP2F50%","heat_shock","freshwater"
"1826","141BF-35-Pseudomonas_fluorescens","algae","ISP2F50%","heat_shock","freshwater"
"1827","141BF-36","algae","ISP2F50%","heat_shock","freshwater"
"1828","141BF-37","algae","LWA","heat_shock","freshwater"
"1829","141BF-38","algae","LWA","heat_shock","freshwater"
"1830","141BF-39","algae","LWA","heat_shock","freshwater"
"1831","141BF-40","algae","LWA","heat_shock","freshwater"
"1832","141BF-42","algae","LWA","heat_shock","freshwater"
"1833","141BF-43","algae","LWA","heat_shock","freshwater"
"1834","141BF-44","algae","LWA","heat_shock","freshwater"
"1835","141BF-45","algae","LWA","heat_shock","freshwater"
"1836","142AM-1","sediment","NZSGM","heat_shock","marine_water"
"1837","142AF-1","sediment","CHITIN","heat_shock","freshwater"
"1838","142AF-2","sediment","CHITIN","heat_shock","freshwater"
"1839","142AF-3","sediment","CHITIN","heat_shock","freshwater"
"1840","142AF-4","sediment","A1F50%","heat_shock","freshwater"
"1841","142AF-5","sediment","A1F50%","heat_shock","freshwater"
"1842","142AF-6","sediment","A1F50%","heat_shock","freshwater"
"1843","142AF-7","sediment","ISP2F50%","heat_shock","freshwater"
"1844","142AF-8","sediment","ISP2F50%","heat_shock","freshwater"
"1845","142AF-9","sediment","ISP2F50%","heat_shock","freshwater"
"1846","142AF-10","sediment","ISP2F50%","heat_shock","freshwater"
"1847","142AF-11","sediment","ISP2F50%","heat_shock","freshwater"
"1848","142AF-12","sediment","ISP2F50%","heat_shock","freshwater"
"1849","142AF-13","sediment","ISP2F50%","heat_shock","freshwater"
"1850","142AF-14","sediment","ISP2F50%","heat_shock","freshwater"
"1851","142AF-15","sediment","ISP2F50%","heat_shock","freshwater"
"1852","142BM-1","sediment","A1M50%","heat_shock","marine_water"
"1853","142BM-2","sediment","A1M50%","heat_shock","marine_water"
"1854","142BM-3","sediment","A1M50%","heat_shock","marine_water"
"1855","142BM-4","sediment","ISP2M50%","heat_shock","marine_water"
"1856","142BM-5--Micrococcus_luteus","sediment","ISP2M50%","heat_shock","marine_water"
"1857","142BM-6","sediment","NZSGM","heat_shock","marine_water"
"1858","142BM-7","sediment","NZSGM","heat_shock","marine_water"
"1859","142BF-16-Rhococcus_sp.","sediment","LWA","heat_shock","freshwater"
"1860","142BF-17","sediment","LWA","heat_shock","freshwater"
"1861","142BF-18","sediment","LWA","heat_shock","freshwater"
"1862","142BF-19","sediment","LWA","heat_shock","freshwater"
"1863","142BF-20","sediment","LWA","heat_shock","freshwater"
"1864","142BF-21","sediment","LWA","heat_shock","freshwater"
"1865","142BF-22","sediment","LWA","heat_shock","freshwater"
"1866","142BF-23","sediment","LWA","heat_shock","freshwater"
"1867","142BF-24","sediment","LWA","heat_shock","freshwater"
"1868","142BF-25","sediment","LWA","heat_shock","freshwater"
"1869","142BF-26","sediment","LWA","heat_shock","freshwater"
"1870","142BF-27","sediment","LWA","heat_shock","freshwater"
"1871","142BF-28","sediment","LWA","heat_shock","freshwater"
"1872","142BF-29","sediment","LWA","heat_shock","freshwater"
"1873","142BF-30","sediment","LWA","heat_shock","freshwater"
"1874","142BF-31","sediment","LWA","heat_shock","freshwater"
"1875","142BF-32","sediment","LWA","heat_shock","freshwater"
"1876","142BF-33","sediment","LWA","heat_shock","freshwater"
"1877","142BF-34","sediment","LWA","heat_shock","freshwater"
"1878","142BF-35","sediment","LWA","heat_shock","freshwater"
"1879","142BF-36","sediment","LWA","heat_shock","freshwater"
"1880","142BF-37","sediment","LWA","heat_shock","freshwater"
"1881","142BF-38","sediment","LWA","heat_shock","freshwater"
"1882","142BF-39","sediment","LWA","heat_shock","freshwater"
"1883","142BF-40","sediment","LWA","heat_shock","freshwater"
"1884","142BF-41","sediment","LWA","heat_shock","freshwater"
"1885","143A-1","nudabrach","A1M50%","heat_shock","marine_water"
"1886","143B-EGGS1","white_eggs_from_beitukongur","nope","no_heat_shock","marine_water"
"1887","143B-EGGS2","white_eggs_from_beitukongur","nope","no_heat_shock","marine_water"
"1888","143B-EGGS3","white_eggs_from_beitukongur","nope","no_heat_shock","marine_water"
"1889","143B-EGGS4","white_eggs_from_beitukongur","nope","no_heat_shock","marine_water"
"1890","143B-EGGS5","white_eggs_from_beitukongur","nope","no_heat_shock","marine_water"
"1891","143B-EGGS6","white_eggs_from_beitukongur","nope","no_heat_shock","marine_water"
"1892","143B-EGGS7-Pseudomonas_mendocina","white_eggs_from_beitukongur","nope","no_heat_shock","marine_water"
